-1.250666237240238843e-13,-1.716293773768029496e-12
-1.218886241722076136e+01,-1.016071945600403978e+02
-1.489500327656156031e+01,2.059338316143339966e+02
1.653677562729774877e+02,-2.659422831182382296e+01
-1.651284976819322594e+02,9.508158308749241314e+02
2.909813826282568243e+02,7.951249926076144448e+02
3.014302258068392462e+02,-1.341622124965080729e+03
3.206367050391327211e+01,6.324885182344169152e+02
4.916546984960367581e+02,-5.464807542512928649e+02
4.386956409344991812e+02,-6.939060655991740134e+01
2.834249136822492801e+03,1.684743924517466667e+02
9.165668790626468763e+03,-1.927052282494604469e+02
