-5.850320228262262390e-13,1.078970246481958384e-12
2.533416201720185086e+02,1.765651665805098446e+03
7.420012977552437405e+02,1.892684807313075908e+03
9.122810922084546519e+02,-1.112152139089912680e+03
5.563151404013692627e+02,1.071209924486147429e+03
8.307663312561688826e+02,8.293975696210995920e+02
6.541683979069947554e+02,1.598670854559107966e+02
1.008031664239329757e+03,-1.157630711889203440e+03
1.276866173507922440e+03,7.569116807165319187e+02
1.374670703331843470e+03,3.240721779469779449e+02
1.140808249110552651e+03,-1.305256528719703795e+02
