Time Elapsed:,6564.688482999802
Box Length:,2.0
Boson Mass:,1
Number of bosons:,0.0
Particle mass(es):,0.0001
Variable mass:,True
Variable mass fraction,0.05
sigma1,0.001
sigma2,5.2631578947368424e-05
Number of Particles:,10000
FDM Fuzziness:,0.5
Grid Points:,1000
