-1.910555047501816262e-13,4.576616863261051549e-13
7.125727313751889369e+01,5.021931285374708978e+02
1.871478377525239409e+02,3.460118186102570235e+02
1.352649607072079903e+02,-6.177347197538496175e+02
2.217829038877702033e+02,3.569199658317340322e+02
6.360433722809802504e+01,-5.690834532755967530e+02
5.395493388133694879e+01,-5.420918363034646745e+02
1.292205882002607211e+02,1.244892466389898800e+03
1.019367452181053295e+02,1.243236753002589012e+03
1.734435857918548436e+02,-2.416332439889223593e+01
8.467677374189980810e+01,-6.380327403972389675e+02
