0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.285699100991531411e-08,6.665405579646201849e-12,8.461668471488919115e-09,1.270135824118059031e-08,2.112087768497444704e-09
5.149561629411290442e-08,2.671290588850450419e-11,3.389210307244749536e-08,5.086553197922271528e-08,8.462816958932546213e-09
1.161109567071030770e-07,6.028828933481644293e-11,7.642416261491071687e-08,1.146845319664640273e-07,1.908731577723851959e-08
2.070270288476907086e-07,1.075990081012928070e-10,1.362733896872566992e-07,2.044841468533491331e-07,3.403486924959946149e-08
3.247008438529602488e-07,1.689185343599126340e-10,2.137391456329464044e-07,3.207123081185568978e-07,5.337284707369507430e-08
4.697193236515821917e-07,2.445552879133023734e-10,3.092065093781521315e-07,4.639496498997472148e-07,7.720683270958820355e-08
6.428106129098328898e-07,3.347236498374949231e-10,4.231441961348119011e-07,6.349116878409908402e-07,1.056675405447841186e-07
8.448438300738713415e-07,4.398228591312580169e-10,5.561343233465344691e-07,8.344686510031412322e-07,1.388862238925666644e-07
1.076833685196059025e-06,5.603842356512408763e-10,7.088418568042765199e-07,1.063633528952264868e-06,1.770088895925754765e-07
1.339934888273960529e-06,6.962795971489778570e-10,8.820315820145966927e-07,1.323545507284829357e-06,2.202532461339901295e-07
1.635485589732126128e-06,8.481782586424975236e-10,1.076579769169933422e-06,1.615498614552265569e-06,2.688261579395173397e-07
1.964986207745811954e-06,1.017557882680453356e-09,1.293467115099758476e-06,1.940973552032969821e-06,3.229577743950201147e-07
2.330071016202851512e-06,1.204219338871667701e-09,1.533767764361176745e-06,2.301606034021271314e-06,3.829588672557697004e-07
2.732565696373240378e-06,1.408575878039989913e-09,1.798656650838091149e-06,2.699189757473022516e-06,4.491070586771821400e-07
3.174505509210626842e-06,1.633737137978231269e-09,2.089547936736530191e-06,3.135736567457700692e-06,5.217282660069020053e-07
3.658093453638188544e-06,1.880831012948525990e-09,2.407891675825165771e-06,3.613423287216071201e-06,6.011932313397205295e-07
4.185761626242178727e-06,2.147752144779908015e-09,2.755256622914912571e-06,4.134658228619260783e-06,6.878949082838246109e-07
4.760183049950875370e-06,2.434638198547747150e-09,3.133367749637106571e-06,4.702064050030986245e-06,7.822596329200120420e-07
5.384216156988020522e-06,2.748383795701293675e-09,3.544154503193383245e-06,5.318452537348410988e-06,8.847538389548714950e-07
6.061039776496586986e-06,3.091923168231731938e-09,3.989733610373852230e-06,5.986966616015017518e-06,9.958013669284494781e-07
6.794067634404306616e-06,3.454774989538614941e-09,4.472204316300768823e-06,6.710993970013506507e-06,1.115866959043484427e-06
7.586913750837683667e-06,3.729716331290499578e-09,4.993987406768298919e-06,7.494143926558859055e-06,1.245295997330164918e-06
8.443536066921884288e-06,3.253371486930736126e-09,5.557797088464598408e-06,8.340323926430163329e-06,1.284581246738258563e-06
9.368298789668126354e-06,2.538633915505436014e-09,6.155054900808966475e-06,9.253804666179876775e-06,1.149127757480230554e-06
1.036581169848201491e-05,2.156087251982182930e-09,6.362658265217326412e-06,1.023909532160200432e-05,9.480443471775467915e-07
1.144110062762449990e-05,1.788299741030430467e-09,6.012211309392332167e-06,1.130119322371988397e-05,7.747429414810906684e-07
1.259960703263968238e-05,1.476406898627802403e-09,5.429475050895236938e-06,1.244552599688513711e-05,6.315429308850511643e-07
1.346341459189468598e-05,1.201646320273521567e-09,4.738448516891370509e-06,1.367776393841489028e-05,5.111499374719241461e-07
1.375103287333398791e-05,9.601004756565216406e-10,4.039228556025889610e-06,1.461044025630131020e-05,4.107894434977469791e-07
1.365362518940246836e-05,7.670890503243545707e-10,3.399459205260143673e-06,1.497634573206092407e-05,3.264458666611121806e-07
1.328570122724560231e-05,5.998173890660050980e-10,2.849126698421180816e-06,1.497469967493922004e-05,2.554425060818862760e-07
1.273110630666717796e-05,4.502110230143560988e-10,2.382882811376986512e-06,1.469315277763076627e-05,1.959422652885073134e-07
1.204815577063881824e-05,3.239875177733479231e-10,1.983469124447698799e-06,1.421015837009157812e-05,1.462098257582249416e-07
1.128157318881152813e-05,2.215981709097698205e-10,1.638699452507039852e-06,1.358677298547557832e-05,1.049682519413141212e-07
1.047095493931556330e-05,1.380105601095015333e-10,1.339996433548077710e-06,1.286103191086616584e-05,7.140111785605995554e-08
9.638105744251045925e-06,7.345302240187332068e-11,1.081069389820245039e-06,1.207698717081314951e-05,4.481735732623501910e-08
8.805078360462427521e-06,2.922050638537524502e-11,8.573448443683048231e-07,1.125991348982729590e-05,2.470411488389883934e-08
7.983816741276533561e-06,5.322420536819976920e-12,6.648769027735556386e-07,1.042835039043543741e-05,1.069056577512855185e-08
