1.680322547770174424e-13,-9.163711456317003012e-13
1.472717720602716263e+01,1.073037296135166230e+02
3.144376250603107437e+01,7.245437085908420727e+00
-8.427458934802199764e+00,-1.291340758611912918e+02
5.138026192070068987e+01,1.486233332936519673e+02
8.483127456588015036e+01,8.267674238365918882e+01
2.668118969111374099e+02,-1.837345872754183063e+02
2.758070901900479726e+02,-8.038791608610326875e+02
6.940895100660211483e+02,4.835594792232380996e+02
4.310523573231610612e+02,-3.080250952065418915e+02
5.596416013182168854e+02,2.523159181448435362e+01
5.072059607085497191e+03,-3.526620942538673376e+01
