2.559619183273298404e-13,7.507328092515308526e-13
1.007277119286592537e+01,1.408099846586248418e+02
4.084910491575357838e+01,-1.512658003784100558e+01
-2.771702934015439723e+01,-1.369315109582680066e+02
8.746078767119291797e+01,1.446600001862287570e+02
7.962295855296761715e+01,-6.272647051235425124e+02
-1.135013661471185600e+02,5.538377048543336514e+02
-1.019353949388616485e+02,5.881070461981745439e+02
-1.618266737164344704e+02,-1.411605835739624695e+02
-6.379453223421525081e+02,5.978141707705082126e+02
-3.037892034270169461e+03,1.954452446336098603e+02
-8.205716750658852106e+03,-3.260725267437782122e+02
