2.016303790597362422e-13,-1.084781570126480688e-12
-5.203053684322339612e-01,-1.764695987237497832e+01
-9.476434190015842418e+00,-3.378638924468271654e+01
-1.370867085224073989e+01,5.441539267982916783e+01
-1.759547746614271269e+00,-1.843050272650700947e+02
-5.844675920401513736e+01,2.260292407452592442e+02
1.656554506056055809e+00,-5.300846184984937963e+02
1.590878497820642110e+02,-3.166621819852441888e+01
2.532264569642809420e+02,-7.150223402260706962e+02
9.197967785509314353e+02,7.503127024185420169e+02
2.121863986568906057e+03,-6.305153855232880744e+00
4.449044086550286920e+03,-7.527994954036435615e+01
