2.924327446862662327e-13,-1.512501929257226152e-12
3.339656279069131983e+00,3.539004755188078377e+01
2.792590939458937527e+01,1.352007798142287811e+02
-8.929509581922195238e+00,-2.275160115824546949e+02
7.178587142443954860e+01,3.429972619260838229e+01
-6.720756243792183682e+01,7.004570908194226320e+01
8.190783514144438016e+01,-1.615502161146871231e+03
-1.345733223756726886e+02,1.471651974767007403e+02
-2.463798441984884562e+02,-2.193262503398739796e+02
-2.414565979527069430e+02,2.422628961857354568e+02
-1.421152626024075289e+03,-5.118376681204971987e+02
-2.526053904456313376e+03,6.492980271103834866e+01
