-1.925681836212334019e-13,-8.565370634983082709e-13
-9.877437534288141308e+01,-7.158160883603655975e+02
-2.944832334686033732e+02,-7.197844541574095274e+02
-3.332367860469098559e+02,5.962391842157735482e+02
-2.516506269576236150e+02,-6.702043920715858576e+02
-3.678114751072315016e+02,1.646421308434384230e+02
-2.921011858876430551e+02,-2.325366274233181798e+02
-1.947400308761600627e+02,3.468729668985722725e+01
-4.259642428408841965e+02,-3.620345189518873781e+02
-6.620026857203026793e+02,-5.643492611194488973e+00
