-4.735933867294761512e-13,6.264433416447445779e-13
1.318744996749185328e+00,2.244599835244999753e+01
1.218308595579664555e+01,5.071271492290771477e+01
2.654255095120570473e+01,-5.852533519295274544e+01
-2.166945653284276574e+00,2.192333713644443662e+02
8.113392072312758785e+01,1.404192183988496083e+02
1.313034035372095047e+02,-1.859000477675159289e+02
4.041783542446241029e+01,1.489166611760495300e+02
3.570570911623637471e+02,2.913421499411811624e+02
7.776853959404636498e+02,-1.021134743382995538e+02
3.495749731189380327e+03,-4.383547832675311184e+01
9.103969456810174961e+03,-5.008568857384764073e+01
