1.616137779159032561e-13,5.516698209362402849e-13
-4.396172885378154760e+00,-4.754866052705096280e+01
-7.100620458236156729e+00,4.746131956084837356e+01
1.960268047125190805e+01,-8.683262481902078278e+00
-2.957201102189644271e+00,7.292244388808667566e+01
3.576661889490173962e+01,4.594223037109111374e+01
1.648436418051443013e+02,2.000811708633614501e+02
2.278497622884055431e+02,4.583694834767384805e+02
2.306641059752809042e+02,6.216428746532113792e+02
1.039548516469016022e+03,-6.245618254225615118e+01
3.045506740339527369e+03,1.000382458458469443e+02
1.994950281408826640e+03,8.923942493811281906e+00
