1.605521598842284394e-06,3.803455575838285332e-04,9.505031775774260743e-04,2.165425019782243088e-05,1.461746371511615566e-04
2.453794346838069373e-06,3.609348918208915872e-04,8.837779216976282461e-04,1.403293322339383629e-05,1.213281216658894547e-04
3.451090292722659098e-06,3.333372817932736217e-04,8.020550411399936241e-04,7.952662616021140271e-06,9.674518478293417574e-05
4.614499470155979017e-06,3.007304063082547572e-04,7.085031213278413040e-04,3.466226108884251363e-06,7.284702416812164857e-05
5.831117470552839783e-06,2.645191007148410415e-04,6.104346146082347251e-04,7.291185069781255237e-07,5.077943683294119438e-05
7.099930198604433447e-06,2.252598064909516100e-04,5.130714101353216813e-04,2.909055536279150637e-08,3.185115787669661022e-05
8.176259076208400767e-06,1.848371480438111027e-04,4.178381830898387746e-04,1.341695949011997612e-06,1.685350954116053251e-05
8.847102863085457445e-06,1.451004528960518278e-04,3.286999501774266535e-04,4.499854628374646117e-06,6.491892006650180436e-06
9.129855266443165701e-06,1.068028404255851342e-04,2.491514030872660126e-04,9.302628774805034585e-06,9.490358290804076636e-07
9.133275653458633570e-06,7.225090307491956740e-05,1.799245570067646669e-04,1.515292956979619171e-05,3.529026336267861292e-07
8.915056714867547122e-06,4.365950718782073012e-05,1.210702538608160131e-04,2.160982888839260479e-05,4.532102401955148139e-06
8.621308772829861045e-06,2.190314094398631349e-05,7.321221520181527399e-05,2.888813068769111584e-05,1.323906552354624095e-05
8.412168718548143748e-06,7.520454149046097910e-06,3.721531973612399939e-05,3.696640803194358523e-05,2.597877214124199460e-05
8.214151117723624991e-06,6.505893117741972655e-07,1.326717928737273573e-05,4.512453117221235847e-05,4.191476256039510390e-05
7.906032884124866686e-06,1.241446764306210778e-06,1.400653876344494828e-06,5.283896241484355708e-05,6.069546415885274533e-05
7.332497719761344955e-06,9.111399163715486351e-06,1.619534004880928257e-06,5.989697400595208173e-05,8.153742055728578934e-05
6.360378672172641245e-06,2.398549418732049221e-05,1.380422898459909625e-05,6.623555443483829621e-05,1.027632168901814928e-04
5.162974872932357818e-06,4.538790594922461946e-05,3.778001076785906479e-05,7.184380178925342238e-05,1.241732610776731169e-04
4.003835919085867181e-06,7.294775462445572862e-05,7.353625985224343704e-05,7.580322680043220047e-05,1.454578079455652823e-04
2.932296117061063944e-06,1.064364322129736178e-04,1.208799114402003507e-04,7.753862558917902666e-05,1.650481992242447632e-04
1.943651753932999085e-06,1.444662499884799718e-04,1.795890747388477514e-04,7.750522297330989777e-05,1.818505163077711970e-04
1.065993243051497687e-06,1.856569540860269520e-04,2.486005723568289493e-04,7.516545928212723879e-05,1.959729166265950884e-04
4.099389046325233073e-07,2.285025851038561553e-04,3.261117392428298416e-04,6.989497392320070479e-05,2.061851628430125716e-04
5.054789526419173355e-08,2.704178336493145746e-04,4.118074772233888811e-04,6.275373542176412270e-05,2.096319264385992562e-04
3.510391214579299133e-08,3.100845064162587213e-04,5.034244606214460793e-04,5.480146239122209205e-05,2.064666560901199613e-04
3.274869180203845558e-07,3.459756244499410222e-04,5.985827333033333754e-04,4.637107776152756417e-05,1.984386153526470655e-04
8.841810243844709306e-07,3.753330889086958820e-04,6.954748733711578002e-04,3.722760723752489262e-05,1.858039522032461661e-04
1.689760581796733750e-06,3.939991613493613008e-04,7.875821033305129785e-04,2.813637563203858256e-05,1.685078433128271540e-04
2.653838412274175998e-06,4.016676220444447909e-04,8.716267554964665133e-04,2.007323380080411817e-05,1.471762672668137982e-04
3.661151549721260087e-06,4.004646360756675670e-04,9.398540075832142798e-04,1.331689036700205472e-05,1.233635621179642137e-04
4.706364288432647914e-06,3.886825227250705886e-04,9.845003714225131035e-04,7.885625809125644065e-06,9.919038488292547485e-05
5.760287282773721359e-06,3.652060038698621940e-04,1.004822838644254136e-03,3.705089798335140816e-06,7.595027116526208188e-05
6.839117199260513992e-06,3.336468071642769285e-04,9.975480730522465547e-04,9.699606242549513305e-07,5.474814252780048677e-05
7.915534732707203114e-06,2.972851158543777920e-04,9.646326930981540546e-04,1.347580691057945636e-10,3.635338007121407335e-05
8.939351470279518171e-06,2.565147330798567510e-04,9.119883180247799828e-04,8.029610447899937620e-07,2.115389626771042785e-05
9.658494619026781493e-06,2.146514927466195506e-04,8.428766102121066457e-04,2.937811562629344919e-06,9.727674958429643968e-06
9.993409962525684142e-06,1.737349696817127882e-04,7.586460360495227151e-04,6.363522509310175370e-06,2.631494128648962769e-06
1.010318251665656128e-05,1.340745290081491934e-04,6.647337122687657033e-04,1.111965605601803023e-05,1.690510352675618898e-08
1.002791367688684541e-05,9.760451243187645489e-05,5.669808625653239859e-04,1.682368921758936692e-05,1.780794075781572718e-06
9.534046301547852267e-06,6.552047903776649519e-05,4.689461123722838201e-04,2.307660770526355997e-05,7.560357603548609804e-06
8.667423151622504876e-06,3.863337143364992430e-05,3.753019870656649115e-04,2.976610184791465662e-05,1.685116645561070704e-05
7.674435806542169938e-06,1.821704248257160406e-05,2.902167564715815436e-04,3.669564512650457183e-05,2.905300917538010885e-05
6.714739263655693366e-06,5.268906076064178928e-06,2.152640651541001913e-04,4.357600347511274606e-05,4.386025302728741265e-05
5.969478390067540652e-06,9.941041487373095698e-08,1.503213485944220995e-04,4.963743894154153341e-05,6.131610021169557059e-05
5.150322144200133893e-06,2.797884513496809358e-06,9.626459697871468375e-05,5.493592032285778023e-05,8.130838307170204623e-05
3.995728063095957366e-06,1.340363028294426495e-05,5.414965827625417083e-05,5.985422215158337010e-05,1.024374258649012271e-04
2.741405171541058324e-06,3.128469564081123134e-05,2.404529678862007193e-05,6.337211322241011473e-05,1.235367519082184861e-04
1.630850683844069455e-06,5.534727129037030600e-05,5.957553027455108581e-06,6.505532918051670018e-05,1.440716404776525321e-04
7.718553629849202114e-07,8.506959220386550345e-05,5.150315737706383983e-10,6.481153085857674237e-05,1.633555279860413999e-04
2.253461632125193429e-07,1.201555150667269715e-04,6.178971086429579518e-06,6.308397160593034677e-05,1.797572932212573946e-04
4.125418600126593351e-09,1.598420417002628365e-04,2.447631294681158623e-05,5.945646409106347257e-05,1.913756204563484388e-04
1.372947751514534257e-07,2.025185277108816401e-04,5.459439459678965722e-05,5.399788614535229220e-05,1.975877279826720729e-04
6.307620645901245598e-07,2.462016962677780079e-04,9.634944524510756980e-05,4.760098412814329474e-05,1.982308775518716148e-04
1.385015344743589944e-06,2.877888275168090674e-04,1.497807362630687610e-04,4.063738798206950386e-05,1.937875124898113101e-04
2.360750915608208458e-06,3.258369099120145252e-04,2.144575505037664973e-04,3.369405699009301003e-05,1.849846844740378493e-04
3.471569676235386690e-06,3.600214289475097014e-04,2.886404855686547843e-04,2.646319743307112669e-05,1.714026255382077089e-04
4.663437105810026423e-06,3.861589753210612711e-04,3.709582526890221671e-04,1.922996086565192180e-05,1.526651145376112370e-04
5.837487450321614615e-06,4.016241197472253757e-04,4.602247491605552772e-04,1.301241385261278681e-05,1.306254134193669543e-04
6.863881951208522472e-06,4.091213554190908344e-04,5.543546836940130371e-04,8.073239069805751320e-06,1.076238451059933061e-04
7.617286155384576430e-06,4.071139929773102571e-04,6.507530317497743676e-04,4.199849722518757448e-06,8.527686436622182833e-05
8.163711928488895072e-06,3.921106286864072801e-04,7.462767451649184123e-04,1.457958584334253560e-06,6.399477402830130350e-05
8.745973840144479009e-06,3.663867531538057181e-04,8.375138140644238513e-04,1.012526285071556971e-07,4.476106813252880769e-05
9.201384658120567245e-06,3.331943788104854026e-04,9.162750919917946393e-04,3.618781898596173723e-07,2.834732189191420726e-05
9.469135615587192696e-06,2.951445551808029198e-04,9.740281565526441587e-04,2.252436543494605326e-06,1.534612981141901127e-05
9.528517894864664173e-06,2.532662263060112950e-04,1.007565944039813749e-03,5.542066285879600774e-06,6.229082000764758234e-06
9.184925562212002301e-06,2.094558285441208375e-04,1.015195675573221917e-03,1.000149988810880847e-05,1.123659820510755865e-06
8.561491097414006304e-06,1.666261180924449349e-04,9.973382918756347297e-04,1.512437100041211142e-05,1.616271603186411091e-07
7.923866390178106367e-06,1.258509445227445726e-04,9.568033947325669392e-04,2.048988806522515779e-05,3.530002687404850181e-06
7.424511995736259056e-06,8.912509335692082467e-05,8.954976163506718706e-04,2.601309486738941591e-05,1.087167667266958770e-05
6.816845890811971632e-06,5.792608970929457256e-05,8.174039535185005602e-04,3.151906943741873359e-05,2.148780920581608634e-05
6.018316022827971672e-06,3.322624725937606998e-05,7.284627410288231891e-04,3.705227496407211761e-05,3.440863259802181049e-05
5.130515173309435673e-06,1.495249695161691193e-05,6.331367230507100891e-04,4.221922935774738401e-05,4.901824458584400697e-05
4.182373276265320379e-06,3.594173482555962338e-06,5.353201911625347399e-04,4.662177046031140801e-05,6.533874602286866059e-05
3.119574116041423593e-06,8.454936289650876822e-09,4.387476437426937191e-04,5.027509052224473843e-05,8.345423699113688361e-05
2.090752477781125568e-06,4.349567244797006346e-06,3.479728266592087998e-04,5.285576705054925196e-05,1.026697253536454092e-04
